num_nodes,num_replicas,local_bsz,step_time,sync_time
6,6,4,0.03577742020965394,0.011044049964360807
6,6,8,0.04241635679401659,0.0110440499643608
6,6,16,0.05698022272439424,0.01104404996436082
6,6,32,0.09241989863877313,0.011044049964360814
6,6,64,0.1564680599204832,0.011044049964360786
6,6,96,0.20813947442620997,0.011044049964360841
6,6,128,0.2674357918410844,0.011044049964360814
6,6,160,0.3282564429567035,0.011044049964360814
6,6,192,0.3800263814837563,0.011044049964360814
6,6,224,0.44957523927113363,0.011044049964360814
6,6,256,0.49136906215435294,0.011044049964360814
8,8,4,0.0391354365140743,0.015896964712895846
8,8,8,0.048036114936572345,0.015896964712895853
8,8,16,0.060349508643382746,0.01589696471289584
8,8,32,0.09610286549394957,0.015896964712895853
8,8,64,0.16077920252647374,0.01589696471289584
8,8,96,0.20770886334361108,0.01589696471289584
8,8,128,0.27758784787613217,0.015896964712895867
8,8,160,0.3375036736538151,0.015896964712895867
8,8,192,0.3978801789661506,0.015896964712895867
8,8,224,0.4754453706367567,0.015896964712895867
8,8,256,0.49440247164704204,0.01589696471289581
12,12,4,0.048203307396894275,0.025602794209965946
12,12,8,0.05848167217159827,0.025602794209965953
12,12,16,0.06993738273486595,0.025602794209965946
12,12,32,0.10448381647054449,0.025602794209965918
12,12,64,0.17189295507189686,0.025602794209965946
12,12,96,0.21477621544860417,0.025602794209965973
12,12,128,0.27835057942781655,0.025602794209965918
12,12,160,0.34638726876602255,0.025602794209965862
12,12,192,0.4005741566495407,0.025602794209965918
12,12,224,0.4727009869634704,0.025602794209965918
12,12,256,0.5422771182177657,0.025602794209965918
16,16,4,0.061017848089452015,0.03530862370703604
16,16,8,0.0645674498122387,0.035308623707036045
16,16,16,0.08220354882360055,0.03530862370703604
16,16,32,0.11818372031243832,0.03530862370703605
16,16,64,0.17431740081462146,0.03530862370703605
16,16,96,0.2344635011826597,0.03530862370703605
16,16,128,0.2809329689418778,0.035308623707036024
16,16,160,0.354345156308588,0.03530862370703608
16,16,192,0.4340866564705266,0.035308623707036024
16,16,224,0.4522823757075229,0.035308623707036024
16,16,256,0.517971845683089,0.035308623707036024
16,20,4,0.0684852169216669,0.045014453204106124
16,20,8,0.07908434107524616,0.045014453204106124
16,20,16,0.09303943082096743,0.04501445320410616
16,20,32,0.12350285271975495,0.045014453204106145
16,20,64,0.17993938266755397,0.04501445320410616
16,20,96,0.23677295614815755,0.04501445320410616
16,20,128,0.3168008610223456,0.045014453204106186
16,20,160,0.3645807004755268,0.045014453204106186
16,20,192,0.4174412053042195,0.04501445320410613
16,20,224,0.5030627235692351,0.04501445320410613
16,20,256,0.561597112962086,0.04501445320410613
12,14,4,0.05454424349631164,0.030455708958501006
12,14,8,0.060870283228655835,0.030455708958501006
12,14,16,0.08182569255372471,0.030455708958500985
12,14,32,0.11186647017281512,0.030455708958501013
12,14,64,0.16749438283153475,0.030455708958501
12,14,96,0.2303995163430177,0.030455708958501
12,14,128,0.28075336783393406,0.03045570895850097
12,14,160,0.3658020223736943,0.03045570895850097
12,14,192,0.4121530808591378,0.03045570895850097
12,14,224,0.4831241251460014,0.030455708958501027
12,14,256,0.5344920820090242,0.030455708958501027
12,16,4,0.058667377428011674,0.03530862370703604
12,16,8,0.06684583932012457,0.035308623707036045
12,16,16,0.08153088311257234,0.03530862370703604
12,16,32,0.10870094856055809,0.03530862370703605
12,16,64,0.17173720619432167,0.03530862370703605
12,16,96,0.24211251878347978,0.03530862370703605
12,16,128,0.28079047660258905,0.035308623707036024
12,16,160,0.351026439753241,0.03530862370703608
