local_bsz,gpu_memory
4,2.769526481628418
8,3.7882518768310547
16,5.822470188140869
32,9.873889446258545
64,18.038679599761963
96,26.138640880584717
128,34.308730125427246
160,42.39894914627075
192,50.53265905380249
224,58.633718490600586
256,66.76712846755981
