placement,local_bsz,step_time,sync_time
1,4,0.058991048019225625,9.262297179235546e-11
1,8,0.07948974054992332,8.513789673258998e-11
1,16,0.11938533001703057,7.568243254318929e-11
1,32,0.20088285714959533,6.532507867973436e-11
1,64,0.3631639075429285,5.520134349623618e-11
1,96,0.5271823092550941,4.9697468362808195e-11
1,128,0.6881020390315838,4.6036285894501816e-11
1,160,0.8487273309416332,4.33452163051129e-11
1,192,1.0153260306160925,4.1244785364824565e-11
1,224,1.1806741826068972,3.9537484397556e-11
1,256,1.33802133803293,3.81092934986782e-11
11,4,0.06422024114419185,0.005540124576555325
11,8,0.08410240847105425,0.005112825154591355
11,16,0.12413692646665529,0.004561600817165501
11,32,0.2047522285005433,0.0039474773423037735
11,64,0.36770667533893586,0.0033406237655861926
11,96,0.5300116866876753,0.0030090236112954027
11,128,0.6932392796921077,0.0027880109468017
11,160,0.8531717608613256,0.002625397594895773
11,192,1.0201404627703954,0.0024983867234860124
11,224,1.1758791878667583,0.0023951208455570416
11,256,1.3414936691832564,0.0023087020650962575
111,4,0.07193130738042998,0.012798341591200857
111,8,0.09082003410471123,0.011865994258867613
111,16,0.1300265873724602,0.010633792348660243
111,32,0.21125504777617216,0.009232307309693655
111,64,0.37108599285610167,0.007828042558677195
111,96,0.5345047666522477,0.007055596071297354
111,128,0.6923322153043858,0.006539425813489652
111,160,0.8595105803379716,0.006159132992434868
111,192,1.0183332254944013,0.005861857969953865
111,224,1.177340211229312,0.005620027540357508
111,256,1.346494985451197,0.0054175719106759335
1111,4,0.07963225820328737,0.020922052241339167
1111,8,0.09861919537236559,0.019485499732101272
1111,16,0.13686741826518897,0.017541820740787695
1111,32,0.21573497198044,0.015283572730236755
1111,64,0.3760671023940515,0.012986648240072673
1111,96,0.5359741283399313,0.011713788988438445
1111,128,0.7028309669752789,0.010860740260535184
1111,160,0.8576947168849621,0.010231283325615292
1111,192,1.0239210102203584,0.009738776318577225
1111,224,1.181842382297957,0.009337876649654575
1111,256,1.3460088704288253,0.009002102916215282
1112,4,0.08888123637574145,0.02958700984107228
1112,8,0.1065546383515552,0.027670890233128353
1112,16,0.14559867954940317,0.025021515133569733
1112,32,0.22243771353952857,0.021878782047100892
1112,64,0.38339841464750885,0.01863275264826586
1112,96,0.543541594270474,0.016819822542557428
1112,128,0.7074050376351079,0.015601006604436418
1112,160,0.8668890388952313,0.014700157158534122
1112,192,1.0286974938532158,0.01399458766231576
1112,224,1.186768582002464,0.01341986551071761
1112,256,1.348024309495625,0.012938274349141077
1113,4,0.09794888338076697,0.03862548279625709
1113,8,0.11530829428414281,0.03626170155263496
1113,16,0.1526350716665154,0.032928505536770486
1113,32,0.23070879488782461,0.028895625509509193
1113,64,0.38788142885301075,0.024665878624644033
1113,96,0.5512333369590895,0.022284452635210172
1113,128,0.7114615390930631,0.020678166294725964
1113,160,0.8720587310374377,0.019488845104965957
1113,192,1.0368381331582697,0.018556333182989437
1113,224,1.189388998084883,0.01779620668123849
1113,256,1.353463265344468,0.0171589278095281
1114,4,0.10681666423760221,0.04793687820416574
1114,8,0.1240641344732749,0.045158331572542995
1114,16,0.1614653342176913,0.04117040656033785
1114,32,0.23846548668577697,0.036254706614550325
1114,64,0.39456155019712325,0.03102082018031721
1114,96,0.5536426994875748,0.028049923050439296
1114,128,0.7184345519446096,0.026039220212472514
1114,160,0.8757855748294592,0.02454774305492169
1114,192,1.0376108753793547,0.023377003625016046
1114,224,1.197616627663228,0.022421967392338704
1114,256,1.3667961205271122,0.02162084749501747
112,4,0.07989425186378753,0.020922052241339167
112,8,0.0989897991244312,0.019485499732101272
112,16,0.13787244355340567,0.017541820740787695
112,32,0.21615646449721349,0.015283572730236755
112,64,0.3765785229296765,0.012986648240072673
112,96,0.5400573809923608,0.011713788988438445
112,128,0.6989982149843309,0.010860740260535184
112,160,0.864485936841937,0.010231283325615292
112,192,1.0286024374468172,0.009738776318577225
112,224,1.1877735015650366,0.009337876649654575
112,256,1.3518611067407815,0.009002102916215282
1122,4,0.09784022885253858,0.03862548279625709
1122,8,0.1159056989568491,0.03626170155263496
1122,16,0.15267017850322698,0.032928505536770486
1122,32,0.22907832054915114,0.028895625509509193
1122,64,0.3881263937370633,0.024665878624644033
1122,96,0.5497061242680121,0.022284452635210172
1122,128,0.7094203930695325,0.020678166294725964
1122,160,0.8733789094752841,0.019488845104965957
1122,192,1.03142661837592,0.018556333182989437
1122,224,1.1963800551568502,0.01779620668123849
1122,256,1.352504811372531,0.0171589278095281
1123,4,0.10712048560002058,0.04793687820416574
1123,8,0.12446063101404949,0.045158331572542995
1123,16,0.16059579930848614,0.04117040656033785
1123,32,0.23697584487952736,0.036254706614550325
1123,64,0.3958442161428548,0.03102082018031721
1123,96,0.5544216235004513,0.028049923050439296
1123,128,0.7131030911576005,0.026039220212472514
1123,160,0.8803633674895041,0.02454774305492169
1123,192,1.03995692789888,0.023377003625016046
1123,224,1.204878789651138,0.022421967392338704
1123,256,1.360228998024161,0.02162084749501747
1124,4,0.1163438819766797,0.057455712304582324
1124,8,0.13407064677969968,0.054293768558726224
1124,16,0.16962750722723843,0.049682963749300785
1124,32,0.24562305689342476,0.04389969843160249
1124,64,0.4004978687389684,0.0376511437153188
1124,96,0.5602447329955825,0.034075174486904
1124,128,0.718027227009299,0.03164655265742555
1124,160,0.8789707908869442,0.029841688693417745
1124,192,1.037566809722313,0.02842330700558615
1124,224,1.1986909629464364,0.027265348660626687
1124,256,1.3724130689237841,0.026293466251508413
113,4,0.0882761282709667,0.02958700984107228
113,8,0.10709094799748255,0.027670890233128353
113,16,0.14541501409981153,0.025021515133569733
113,32,0.22320708931444436,0.021878782047100892
113,64,0.38114785212582775,0.01863275264826586
113,96,0.5445273315257894,0.016819822542557428
113,128,0.7054021001413882,0.015601006604436418
113,160,0.8684248340671538,0.014700157158534122
113,192,1.03111602495548,0.01399458766231576
113,224,1.1960530868691357,0.01341986551071761
113,256,1.3535336583194655,0.012938274349141077
1132,4,0.1066848114775766,0.04793687820416574
1132,8,0.12458847902587943,0.045158331572542995
1132,16,0.16037734689818017,0.04117040656033785
1132,32,0.23841369278769098,0.036254706614550325
1132,64,0.3933596315905162,0.03102082018031721
1132,96,0.5535634601691843,0.028049923050439296
1132,128,0.7173918485260297,0.026039220212472514
1132,160,0.877121533788433,0.02454774305492169
1132,192,1.0366207525238889,0.023377003625016046
1132,224,1.1990773214399497,0.022421967392338704
1132,256,1.3660474341357054,0.02162084749501747
1133,4,0.11618666695266222,0.057455712304582324
1133,8,0.13403284779374994,0.054293768558726224
1133,16,0.16888656495909155,0.049682963749300785
1133,32,0.24579345966759553,0.04389969843160249
1133,64,0.40288825597389394,0.0376511437153188
1133,96,0.5587598042334674,0.034075174486904
1133,128,0.7202391576618373,0.03164655265742555
1133,160,0.8786139319783695,0.029841688693417745
1133,192,1.044925233776967,0.02842330700558615
1133,224,1.2046649860490748,0.027265348660626687
1133,256,1.3677422517091504,0.026293466251508413
1134,4,0.1256715122871948,0.06713695680086634
1134,8,0.1424541581291131,0.06362052328699164
1134,16,0.1775035539175602,0.058419097663449104
1134,32,0.2525534704056292,0.051788359241511095
1134,64,0.4086074870606636,0.04452177839587268
1134,96,0.5688261604376337,0.040329214922548595
1134,128,0.7277792712305996,0.03747180620272417
1134,160,0.8864921984943275,0.03534420256767801
1134,192,1.052766491826655,0.03367019357917456
1134,224,1.2119276861354178,0.03230243998561333
1134,256,1.3766507317402794,0.031153811902734363
114,4,0.09756953894802249,0.03862548279625709
114,8,0.1152286706706826,0.03626170155263496
114,16,0.15214715156419378,0.032928505536770486
114,32,0.23063115821136643,0.028895625509509193
114,64,0.38703634521362446,0.024665878624644033
114,96,0.5476703557078205,0.022284452635210172
114,128,0.710003262192498,0.020678166294725964
114,160,0.871771121514742,0.019488845104965957
114,192,1.0339427800880248,0.018556333182989437
114,224,1.1907826905851602,0.01779620668123849
