local_bsz,gpu_memory
4,0.8853507041931152
8,1.2664499282836914
16,2.027132987976074
32,3.538787841796875
64,6.570775032043457
96,9.598414421081543
128,12.620997428894043
160,15.65390682220459
192,18.687499523162842
224,21.707525730133057
256,24.73377799987793
