placement,local_bsz,step_time,sync_time
1,4,0.09270235135455876,1.0000000119636532e-08
1,8,0.114745178166125,1.0000000119636532e-08
1,16,0.15866072353749225,1.0000000105758744e-08
1,24,0.20178925970525055,1.0000000105758744e-08
1,32,0.24711979644337143,1.0000000105758744e-08
1,40,0.2891517326044685,1.0000000105758744e-08
1,48,0.3325325069189087,1.0000000105758744e-08
1,56,0.3787564029381187,1.0000000105758744e-08
1,64,0.42174212921005644,1.0000000105758744e-08
1,72,0.4673825871996202,1.0000000105758744e-08
1,80,0.5090734090560298,1.0000000050247593e-08
1,88,0.5517424130791772,1.0000000050247593e-08
1,96,0.5995000163108999,1.0000000050247593e-08
1,128,0.7735121701842005,1.0000000050247593e-08
1,160,0.9458294151072846,1.0000000050247593e-08
1,192,1.1269005297586745,1.0000000161269895e-08
1,224,1.3002111919217192,1.0000000161269895e-08
1,256,1.4772502899671427,1.0000000161269895e-08
11,4,0.1463348940702704,0.05387948327534545
11,8,0.16890103780807916,0.05387948327534545
11,16,0.21295824568419894,0.05387948327534545
11,24,0.25670616712765765,0.05387948327534545
11,32,0.2988967175891384,0.05387948327534539
11,40,0.3451575183889629,0.05387948327534542
11,48,0.38856630914651935,0.053879483275345474
11,56,0.43266477886240307,0.05387948327534542
11,64,0.47507323213693425,0.053879483275345474
11,72,0.5216069868109591,0.05387948327534542
11,80,0.5648172447100378,0.05387948327534542
11,88,0.6051048745276253,0.05387948327534542
11,96,0.6507685762198187,0.05387948327534542
11,128,0.830208924231523,0.05387948327534542
11,160,0.9981176638516864,0.05387948327534542
11,192,1.1837388368596702,0.05387948327534553
11,224,1.3563719452337213,0.05387948327534553
11,256,1.531599919508911,0.05387948327534553
111,4,0.14895051273527898,0.05678039927062575
111,8,0.17081838941363398,0.056780399270625725
111,16,0.2161107669336043,0.056780399270625725
111,24,0.2585480752973075,0.05678039927062575
111,32,0.30381647918082505,0.05678039927062575
111,40,0.3465220517934302,0.056780399270625725
111,48,0.38939405173550445,0.056780399270625725
111,56,0.4325879233365207,0.056780399270625725
111,64,0.4788378002028911,0.056780399270625725
111,72,0.5250231497665135,0.056780399270625725
111,80,0.565706809906791,0.056780399270625725
111,88,0.6094875019563737,0.056780399270625725
111,96,0.6532501356897896,0.056780399270625725
111,128,0.8300849187158325,0.056780399270625725
111,160,1.0049619977286965,0.056780399270625836
