local_bsz,gpu_memory
16,5.820988178253174
32,9.873889446258545
64,18.038679599761963
96,26.13634490966797
128,7.482296943664551
160,8.92786169052124
192,10.349793910980225
224,11.79710578918457
256,13.205596923828125
