num_nodes,num_replicas,local_bsz,step_time,sync_time
6,6,4,0.08234863113541278,0.052613492239267694
6,6,8,0.09878092930344591,0.05261349223926769
6,6,16,0.12035349122852475,0.052613492239267715
6,6,24,0.1498754165464789,0.05261349223926767
6,6,32,0.16987636315236523,0.05261349223926767
6,6,40,0.19617662539446393,0.05261349223926773
6,6,48,0.2330738434923372,0.0526134922392677
6,6,56,0.24946945717057895,0.0526134922392677
6,6,64,0.28858642358832204,0.0526134922392677
6,6,72,0.3083524849482691,0.0526134922392677
6,6,80,0.31219564922886694,0.0526134922392677
6,6,88,0.3436230690838317,0.0526134922392677
6,6,96,0.3679807585700411,0.0526134922392677
6,6,128,0.4884727000519053,0.0526134922392677
6,6,144,0.538625505919151,0.052613492239267645
6,6,160,0.5717028600781779,0.0526134922392677
6,6,176,0.6666108788258641,0.0526134922392677
6,6,192,0.7193622662279242,0.0526134922392677
6,6,208,0.7627366288227964,0.0526134922392677
6,6,224,0.795760761399284,0.0526134922392677
6,6,240,0.8073976567337968,0.0526134922392677
6,6,256,0.8929972732246073,0.0526134922392677
8,8,4,0.09846123915941986,0.0638221208570417
8,8,8,0.10868034719794113,0.06382212085704171
8,8,16,0.1353136521607348,0.0638221208570417
8,8,24,0.1572637296483207,0.06382212085704175
8,8,32,0.18537661402942607,0.06382212085704173
8,8,40,0.21932568825549995,0.06382212085704167
8,8,48,0.24688289128849014,0.0638221208570417
8,8,56,0.26425709189533436,0.0638221208570417
8,8,64,0.27845615515603833,0.0638221208570417
8,8,72,0.32308476144247333,0.0638221208570417
8,8,80,0.35023225927166957,0.0638221208570417
8,8,88,0.3469471703302573,0.0638221208570417
8,8,96,0.3938099518575757,0.0638221208570417
8,8,128,0.478007087602089,0.0638221208570417
8,8,144,0.5349686523185387,0.0638221208570417
8,8,160,0.6077067161917181,0.06382212085704175
8,8,176,0.6370982110155544,0.06382212085704175
8,8,192,0.7231105724166017,0.06382212085704175
8,8,208,0.7250648212683083,0.06382212085704175
8,8,224,0.7893741286149193,0.06382212085704175
8,8,240,0.8239813457984791,0.06382212085704175
8,8,256,0.9278958944176792,0.06382212085704175
12,12,4,0.11720225927998076,0.0862393780925898
12,12,8,0.12349025865021444,0.08623937809258975
12,12,16,0.14955173122477233,0.08623937809258977
12,12,24,0.18880806514737608,0.0862393780925898
12,12,32,0.2032173384454579,0.08623937809258977
12,12,40,0.23229876198323032,0.08623937809258975
12,12,48,0.26204809871976414,0.0862393780925898
12,12,56,0.27859898017731916,0.08623937809258975
12,12,64,0.3229720012690204,0.08623937809258975
12,12,72,0.3424874224020372,0.08623937809258975
12,12,80,0.3701748927362515,0.0862393780925898
12,12,88,0.3828462799794455,0.08623937809258975
12,12,96,0.4035719165357689,0.0862393780925898
12,12,128,0.5196609833240201,0.0862393780925898
12,12,144,0.5471209222597392,0.0862393780925898
12,12,160,0.6180360956738387,0.08623937809258975
12,12,176,0.6618260596246556,0.08623937809258975
12,12,192,0.7178407275802071,0.08623937809258975
12,12,208,0.8052544099934829,0.08623937809258975
12,12,224,0.8110712342339897,0.08623937809258975
12,12,240,0.8437401522466761,0.08623937809258975
12,12,256,0.9306895471009635,0.08623937809258975
16,16,4,0.13655636313589334,0.10865663532813785
16,16,8,0.1553150616779438,0.10865663532813782
16,16,16,0.18065913247289836,0.10865663532813782
16,16,24,0.20345434863770837,0.10865663532813782
16,16,32,0.24060092563443738,0.10865663532813782
16,16,40,0.24621933438051666,0.10865663532813785
16,16,48,0.2830299515473177,0.10865663532813785
16,16,56,0.29350395448204847,0.1086566353281378
16,16,64,0.3293243030196328,0.10865663532813785
16,16,72,0.35238601264694586,0.10865663532813785
16,16,80,0.38827232891364566,0.10865663532813785
16,16,88,0.41082302680848937,0.10865663532813785
16,16,96,0.42289849845611294,0.10865663532813785
16,16,128,0.5433184895465285,0.1086566353281378
16,16,144,0.5942841569548475,0.1086566353281378
16,16,160,0.660972928120258,0.10865663532813785
16,16,176,0.6721674825441185,0.10865663532813785
16,16,192,0.7530265226314081,0.10865663532813785
16,16,208,0.7600608371469897,0.10865663532813785
16,16,224,0.8818666714537873,0.10865663532813785
16,16,240,0.9349606851554896,0.10865663532813785
16,16,256,0.9630902195268028,0.10865663532813785
16,20,4,0.1553965865375264,0.13107389256368593
16,20,8,0.18229165318147073,0.1310738925636859
16,20,16,0.19520149070418438,0.1310738925636859
16,20,24,0.21601243424232353,0.13107389256368587
16,20,32,0.24139543576957195,0.13107389256368593
16,20,40,0.28656236675591934,0.1310738925636859
16,20,48,0.3043865519962086,0.13107389256368596
16,20,56,0.3197389580733554,0.1310738925636859
16,20,64,0.3503830733729076,0.1310738925636859
16,20,72,0.37078033087860096,0.1310738925636859
16,20,80,0.40244007495776274,0.1310738925636859
16,20,88,0.44737567311853654,0.1310738925636859
16,20,96,0.4447161610890375,0.1310738925636859
16,20,128,0.5839323975021881,0.1310738925636859
16,20,144,0.627796011102028,0.1310738925636859
16,20,160,0.6970743402619153,0.13107389256368596
16,20,176,0.7052819305557677,0.13107389256368585
16,20,192,0.7953193464097592,0.13107389256368596
16,20,208,0.8002953829711597,0.13107389256368585
16,20,224,0.8406598303702587,0.13107389256368596
16,20,240,0.9080380692812018,0.13107389256368585
16,20,256,0.972214648202925,0.13107389256368596
12,14,4,0.12651770055780873,0.0974480067103638
12,14,8,0.13448363379424916,0.0974480067103638
12,14,16,0.16027479215705442,0.0974480067103638
12,14,24,0.1875466188301631,0.0974480067103638
12,14,32,0.2272186466538283,0.09744800671036383
